Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,Country
176579,AA Batteries (4-pack),1,3.84,04/11/19 10:23,"116 Maple St, Toronto",CAD
176580,USB-C Charging Cable,1,11.95,04/05/19 00:35,"145 Market St, Montreal",CAD
176581,iPhone,1,700,04/09/19 21:38,"112 Sunset Blvd, Edmonton",CAD
176582,Bose SoundSport Headphones,1,99.99,04/27/19 12:20,"109 Elm St, Winnipeg",CAD
176583,AAA Batteries (4-pack),2,2.99,04/20/19 12:00,"122 Oak St, Ottawa",CAD
176584,Flatscreen TV,1,300,04/24/19 20:39,"116 Elm St, Montreal",CAD
176585,Bose SoundSport Headphones,1,99.99,04/07/19 11:31,"110 Oak St, Ottawa",CAD
176585,Bose SoundSport Headphones,1,99.99,04/07/19 11:31,"137 Pine St, Calgary",CAD
176586,AAA Batteries (4-pack),2,2.99,04/10/19 17:00,"137 Broadway, Montreal",CAD
176586,Google Phone,1,600,04/10/19 17:00,"134 Oak St, Ottawa",CAD
176587,27in FHD Monitor,1,149.99,04/29/19 19:38,"128 Pacific Ave, Edmonton",CAD
176588,20in Monitor,1,109.99,04/02/19 04:00,"108 Pacific Ave, Montreal",CAD
176589,Lightning Charging Cable,1,14.95,04/04/19 12:23,"126 Main St, Hamilton",CAD
176590,Google Phone,1,600,04/11/19 11:46,"146 Pacific Ave, Winnipeg",CAD
176591,Apple Airpods Headphones,1,150,04/21/19 07:21,"148 Elm St, Ottawa",CAD
176592,USB-C Charging Cable,1,11.95,04/27/19 13:04,"116 Elm St, Toronto",CAD
176593,Lightning Charging Cable,2,14.95,04/15/19 13:45,"102 Cedar Ave, Ottawa",CAD
176594,Wired Headphones,1,11.99,04/17/19 23:04,"117 Main St, Vancouver",CAD
176595,Wired Headphones,3,11.99,04/02/19 09:11,"110 Oak St, Hamilton",CAD
176596,Apple Airpods Headphones,1,150,04/27/19 20:11,"142 Elm St, Winnipeg",CAD
176597,USB-C Charging Cable,1,11.95,04/19/19 13:39,"143 Broadway, Vancouver",CAD
176598,AAA Batteries (4-pack),2,2.99,04/21/19 20:33,"130 Oak St, Calgary",CAD
176599,Lightning Charging Cable,1,14.95,04/11/19 15:25,"150 Oak St, Vancouver",CAD
176600,27in 4K Gaming Monitor,1,389.99,04/30/19 15:54,"122 Broadway, Ottawa",CAD
176601,USB-C Charging Cable,1,11.95,04/02/19 22:32,"110 Elm St, Toronto",CAD
176602,Lightning Charging Cable,1,14.95,04/30/19 09:39,"149 Pine St, Quebec City",CAD
176603,USB-C Charging Cable,1,11.95,04/01/19 07:46,"148 Oak St, Calgary",CAD
176604,USB-C Charging Cable,1,11.95,04/02/19 10:57,"150 Pine St, Hamilton",CAD
176605,USB-C Charging Cable,1,11.95,04/15/19 16:29,"103 Elm St, Montreal",CAD
176606,LG Dryer,1,600.0,04/21/19 14:16,"116 Pine St, Hamilton",CAD
176607,AAA Batteries (4-pack),2,2.99,04/18/19 12:11,"141 Market St, Ottawa",CAD
176608,iPhone,1,700,04/11/19 12:01,"140 Main St, Calgary",CAD
176609,Apple Airpods Headphones,1,150,04/11/19 16:59,"122 Pine St, Ottawa",CAD
176610,AAA Batteries (4-pack),1,2.99,04/26/19 00:40,"104 Maple St, Montreal",CAD
176611,Bose SoundSport Headphones,1,99.99,04/30/19 13:16,"104 Broadway, Ottawa",CAD
176612,Apple Airpods Headphones,1,150,04/04/19 19:48,"141 Pine St, Calgary",CAD
176613,USB-C Charging Cable,2,11.95,04/26/19 18:58,"100 Elm St, Winnipeg",CAD
176614,AA Batteries (4-pack),1,3.84,04/07/19 21:01,"148 Cedar Ave, Montreal",CAD
176615,Lightning Charging Cable,1,14.95,04/30/19 10:35,"132 Main St, Toronto",CAD
176616,USB-C Charging Cable,1,11.95,04/05/19 20:40,"115 Cedar Ave, Ottawa",CAD
176617,Apple Airpods Headphones,1,150,04/25/19 08:03,"106 Market St, Toronto",CAD
176618,Lightning Charging Cable,2,14.95,04/18/19 21:44,"120 Main St, Winnipeg",CAD
176619,Flatscreen TV,1,300,04/16/19 18:37,"139 Sunset Blvd, Edmonton",CAD
176620,USB-C Charging Cable,1,11.95,04/17/19 10:39,"130 Pacific Ave, Winnipeg",CAD
176621,Lightning Charging Cable,1,14.95,04/11/19 16:09,"140 Maple St, Hamilton",CAD
176622,AA Batteries (4-pack),1,3.84,04/11/19 20:16,"108 Oak St, Calgary",CAD
176623,27in FHD Monitor,1,149.99,04/20/19 23:51,"120 Oak St, Toronto",CAD
176624,AA Batteries (4-pack),1,3.84,04/28/19 10:44,"136 Sunset Blvd, Vancouver",CAD
176625,AAA Batteries (4-pack),2,2.99,04/24/19 19:00,"130 Broadway, Calgary",CAD
176626,Bose SoundSport Headphones,1,99.99,04/01/19 21:40,"108 Cedar Ave, Ottawa",CAD
176627,Wired Headphones,1,11.99,04/21/19 14:57,"134 Pacific Ave, Ottawa",CAD
176628,Lightning Charging Cable,2,14.95,04/15/19 04:03,"101 Pacific Ave, Winnipeg",CAD
176629,USB-C Charging Cable,1,11.95,04/24/19 11:56,"132 Market St, Toronto",CAD
176630,Google Phone,1,600,04/10/19 05:01,"139 Pacific Ave, Vancouver",CAD
176631,USB-C Charging Cable,1,11.95,04/13/19 18:48,"119 Pacific Ave, Ottawa",CAD
176632,AAA Batteries (4-pack),1,2.99,04/14/19 14:28,"143 Elm St, Edmonton",CAD
176633,ThinkPad Laptop,1,999.99,04/23/19 14:03,"115 Main St, Montreal",CAD
176634,Lightning Charging Cable,1,14.95,04/10/19 08:00,"100 Pine St, Edmonton",CAD
176635,Vareebadd Phone,1,400,04/26/19 09:55,"117 Elm St, Toronto",CAD
176636,AA Batteries (4-pack),1,3.84,04/30/19 20:37,"114 Market St, Edmonton",CAD
176637,AAA Batteries (4-pack),1,2.99,04/17/19 10:03,"112 Pacific Ave, Ottawa",CAD
176638,USB-C Charging Cable,1,11.95,04/20/19 08:33,"139 Pacific Ave, Toronto",CAD
176639,Macbook Pro Laptop,1,1700,04/28/19 16:14,"126 Pacific Ave, Calgary",CAD
176640,Wired Headphones,2,11.99,04/27/19 22:54,"139 Broadway, Edmonton",CAD
176641,Lightning Charging Cable,1,14.95,04/25/19 21:36,"123 Oak St, Ottawa",CAD
176642,AA Batteries (4-pack),1,3.84,04/17/19 18:38,"141 Main St, Vancouver",CAD
176643,Macbook Pro Laptop,1,1700,04/27/19 21:32,"143 Sunset Blvd, Ottawa",CAD
176644,USB-C Charging Cable,1,11.95,04/23/19 02:09,"123 Sunset Blvd, Hamilton",CAD
176645,AAA Batteries (4-pack),3,2.99,04/26/19 18:38,"107 Main St, Toronto",CAD
176646,Macbook Pro Laptop,1,1700,04/22/19 07:14,"100 Oak St, Toronto",CAD
176647,Google Phone,1,600,04/21/19 19:40,"114 Pacific Ave, Quebec City",CAD
176648,27in FHD Monitor,1,149.99,04/24/19 01:17,"101 Pine St, Winnipeg",CAD
176649,USB-C Charging Cable,1,11.95,04/09/19 08:49,"138 Pacific Ave, Edmonton",CAD
176650,Lightning Charging Cable,1,14.95,04/12/19 16:47,"109 Oak St, Ottawa",CAD
176651,iPhone,1,700,04/07/19 13:14,"107 Pacific Ave, Ottawa",CAD
176652,LG Washing Machine,1,600.0,04/09/19 20:04,"100 Oak St, Hamilton",CAD
176653,AA Batteries (4-pack),1,3.84,04/26/19 19:20,"148 Broadway, Montreal",CAD
176654,USB-C Charging Cable,1,11.95,04/15/19 19:35,"112 Oak St, Vancouver",CAD
176655,Apple Airpods Headphones,1,150,04/11/19 19:36,"125 Cedar Ave, Edmonton",CAD
176656,Google Phone,1,600,04/12/19 16:42,"134 Elm St, Toronto",CAD
176657,ThinkPad Laptop,1,999.99,04/23/19 10:16,"119 Cedar Ave, Toronto",CAD
176658,AAA Batteries (4-pack),2,2.99,04/22/19 08:51,"148 Cedar Ave, Hamilton",CAD
176659,20in Monitor,1,109.99,04/29/19 14:40,"146 Main St, Hamilton",CAD
176660,AA Batteries (4-pack),1,3.84,04/16/19 17:10,"136 Sunset Blvd, Edmonton",CAD
176661,Wired Headphones,1,11.99,04/25/19 20:40,"141 Elm St, Quebec City",CAD
176662,34in Ultrawide Monitor,1,379.99,04/05/19 12:46,"108 Oak St, Winnipeg",CAD
176663,Bose SoundSport Headphones,1,99.99,04/05/19 11:48,"150 Cedar Ave, Ottawa",CAD
176664,AAA Batteries (4-pack),1,2.99,04/13/19 18:59,"135 Broadway, Montreal",CAD
176665,ThinkPad Laptop,1,999.99,04/07/19 14:15,"119 Cedar Ave, Edmonton",CAD
176666,Wired Headphones,1,11.99,04/08/19 16:50,"119 Oak St, Calgary",CAD
176667,27in 4K Gaming Monitor,1,389.99,04/11/19 00:39,"132 Pacific Ave, Calgary",CAD
176668,AA Batteries (4-pack),1,3.84,04/15/19 20:46,"116 Maple St, Winnipeg",CAD
176669,27in FHD Monitor,1,149.99,04/08/19 12:57,"110 Sunset Blvd, Quebec City",CAD
176670,Apple Airpods Headphones,1,150,04/25/19 21:23,"124 Broadway, Quebec City",CAD
176671,AAA Batteries (4-pack),2,2.99,04/23/19 16:31,"148 Pine St, Toronto",CAD
176672,Lightning Charging Cable,1,14.95,04/12/19 11:07,"148 Pacific Ave, Toronto",CAD
176672,USB-C Charging Cable,1,11.95,04/12/19 11:07,"150 Pine St, Hamilton",CAD
176673,20in Monitor,1,109.99,04/10/19 08:17,"124 Pacific Ave, Montreal",CAD
176674,AAA Batteries (4-pack),3,2.99,04/20/19 20:53,"147 Elm St, Ottawa",CAD
176675,AAA Batteries (4-pack),1,2.99,04/02/19 09:02,"144 Sunset Blvd, Calgary",CAD
176676,LG Dryer,1,600.0,04/09/19 00:35,"128 Sunset Blvd, Toronto",CAD
176677,34in Ultrawide Monitor,1,379.99,04/01/19 11:50,"117 Sunset Blvd, Hamilton",CAD
176678,AA Batteries (4-pack),2,3.84,04/19/19 22:12,"120 Pacific Ave, Winnipeg",CAD
176679,Apple Airpods Headphones,1,150,04/16/19 11:12,"140 Cedar Ave, Hamilton",CAD
176680,USB-C Charging Cable,1,11.95,04/13/19 11:28,"141 Main St, Edmonton",CAD
176681,Apple Airpods Headphones,1,150,04/20/19 10:39,"127 Cedar Ave, Toronto",CAD
176681,ThinkPad Laptop,1,999.99,04/20/19 10:39,"122 Oak St, Vancouver",CAD
176682,Lightning Charging Cable,1,14.95,04/27/19 06:19,"115 Sunset Blvd, Toronto",CAD
176683,AA Batteries (4-pack),1,3.84,04/03/19 13:54,"102 Oak St, Toronto",CAD
176684,USB-C Charging Cable,1,11.95,04/17/19 00:51,"134 Pacific Ave, Edmonton",CAD
176685,34in Ultrawide Monitor,1,379.99,04/23/19 22:53,"114 Market St, Hamilton",CAD
176686,Wired Headphones,1,11.99,04/17/19 15:17,"109 Pine St, Edmonton",CAD
176687,Macbook Pro Laptop,1,1700,04/30/19 10:26,"138 Pacific Ave, Winnipeg",CAD
176688,Flatscreen TV,1,300,04/20/19 18:25,"147 Broadway, Hamilton",CAD
176689,Bose SoundSport Headphones,1,99.99,04/24/19 17:15,"109 Pacific Ave, Toronto",CAD
176689,AAA Batteries (4-pack),2,2.99,04/24/19 17:15,"149 Broadway, Toronto",CAD
176690,20in Monitor,1,109.99,04/04/19 18:33,"147 Oak St, Vancouver",CAD
176691,AAA Batteries (4-pack),1,2.99,04/12/19 11:57,"150 Pacific Ave, Ottawa",CAD
176692,Wired Headphones,1,11.99,04/08/19 18:21,"138 Broadway, Hamilton",CAD
176693,AA Batteries (4-pack),1,3.84,04/22/19 09:00,"148 Pacific Ave, Winnipeg",CAD
176694,USB-C Charging Cable,1,11.95,04/05/19 20:46,"107 Pine St, Ottawa",CAD
176695,AA Batteries (4-pack),2,3.84,04/12/19 20:50,"143 Sunset Blvd, Hamilton",CAD
176696,iPhone,1,700,04/07/19 12:41,"133 Sunset Blvd, Edmonton",CAD
176697,Wired Headphones,1,11.99,04/20/19 22:38,"124 Elm St, Edmonton",CAD
176698,Bose SoundSport Headphones,1,99.99,04/02/19 16:15,"111 Oak St, Ottawa",CAD
176699,Bose SoundSport Headphones,1,99.99,04/28/19 18:04,"140 Cedar Ave, Calgary",CAD
176700,34in Ultrawide Monitor,1,379.99,04/07/19 23:10,"137 Pacific Ave, Toronto",CAD
176701,USB-C Charging Cable,1,11.95,04/11/19 13:05,"113 Main St, Edmonton",CAD
176702,AA Batteries (4-pack),1,3.84,04/23/19 19:44,"127 Sunset Blvd, Hamilton",CAD
176703,20in Monitor,1,109.99,04/17/19 10:00,"102 Maple St, Ottawa",CAD
176704,AA Batteries (4-pack),2,3.84,04/17/19 10:00,"107 Elm St, Toronto",CAD
176705,Lightning Charging Cable,2,14.95,04/06/19 09:38,"142 Maple St, Winnipeg",CAD
176706,Lightning Charging Cable,1,14.95,04/13/19 13:32,"104 Broadway, Edmonton",CAD
176707,Apple Airpods Headphones,1,150,04/13/19 10:34,"129 Main St, Hamilton",CAD
176708,Wired Headphones,1,11.99,04/28/19 23:03,"150 Maple St, Toronto",CAD
176709,AA Batteries (4-pack),1,3.84,04/24/19 14:17,"123 Pine St, Toronto",CAD
176710,20in Monitor,2,109.99,04/07/19 10:00,"138 Sunset Blvd, Quebec City",CAD
176711,Flatscreen TV,1,300,04/30/19 10:58,"142 Oak St, Ottawa",CAD
176712,Google Phone,1,600,04/20/19 05:21,"112 Oak St, Edmonton",CAD
176713,Wired Headphones,1,11.99,04/21/19 10:48,"142 Oak St, Quebec City",CAD
176714,USB-C Charging Cable,1,11.95,04/26/19 23:34,"123 Pine St, Toronto",CAD
176715,Apple Airpods Headphones,1,150,04/27/19 16:43,"143 Pacific Ave, Calgary",CAD
176716,Wired Headphones,1,11.99,04/24/19 14:43,"141 Main St, Edmonton",CAD
176717,Apple Airpods Headphones,1,150,04/19/19 10:34,"144 Market St, Montreal",CAD
176718,Lightning Charging Cable,1,14.95,04/22/19 19:14,"103 Main St, Toronto",CAD
176719,Flatscreen TV,1,300,04/27/19 13:07,"110 Maple St, Toronto",CAD
176720,Lightning Charging Cable,1,14.95,04/21/19 10:35,"145 Maple St, Quebec City",CAD
176721,AAA Batteries (4-pack),1,2.99,04/26/19 21:08,"124 Pine St, Winnipeg",CAD
176722,27in 4K Gaming Monitor,1,389.99,04/01/19 10:57,"100 Oak St, Hamilton",CAD
176723,27in 4K Gaming Monitor,1,389.99,04/19/19 21:31,"138 Market St, Vancouver",CAD
176724,Lightning Charging Cable,1,14.95,04/26/19 20:59,"146 Broadway, Vancouver",CAD
176725,AA Batteries (4-pack),2,3.84,04/15/19 14:33,"144 Maple St, Quebec City",CAD
176726,USB-C Charging Cable,1,11.95,04/13/19 18:14,"112 Market St, Vancouver",CAD
176727,Lightning Charging Cable,1,14.95,04/14/19 14:26,"145 Market St, Winnipeg",CAD
176728,Lightning Charging Cable,1,14.95,04/21/19 07:38,"113 Pacific Ave, Quebec City",CAD
176729,USB-C Charging Cable,1,11.95,04/24/19 09:57,"104 Market St, Quebec City",CAD
176730,Bose SoundSport Headphones,1,99.99,04/17/19 08:27,"129 Cedar Ave, Edmonton",CAD
176731,AAA Batteries (4-pack),2,2.99,04/21/19 16:17,"148 Pacific Ave, Vancouver",CAD
176732,iPhone,1,700,04/23/19 09:33,"149 Sunset Blvd, Calgary",CAD
176733,20in Monitor,1,109.99,04/11/19 13:31,"142 Pine St, Winnipeg",CAD
176734,Apple Airpods Headphones,1,150,04/03/19 22:13,"133 Maple St, Hamilton",CAD
176735,27in FHD Monitor,1,149.99,04/16/19 23:52,"107 Main St, Winnipeg",CAD
176736,AA Batteries (4-pack),1,3.84,04/17/19 11:48,"147 Market St, Hamilton",CAD
176737,Apple Airpods Headphones,1,150,04/07/19 01:28,"117 Main St, Toronto",CAD
176738,AA Batteries (4-pack),1,3.84,04/03/19 13:17,"121 Main St, Toronto",CAD
176739,34in Ultrawide Monitor,1,379.99,04/05/19 17:38,"147 Market St, Montreal",CAD
176739,Google Phone,1,600,04/05/19 17:38,"129 Sunset Blvd, Ottawa",CAD
176740,Bose SoundSport Headphones,1,99.99,04/24/19 15:10,"135 Sunset Blvd, Toronto",CAD
176741,USB-C Charging Cable,1,11.95,04/29/19 18:49,"107 Market St, Calgary",CAD
176742,Wired Headphones,1,11.99,04/17/19 09:54,"128 Pacific Ave, Quebec City",CAD
176743,27in 4K Gaming Monitor,1,389.99,04/01/19 09:17,"107 Maple St, Edmonton",CAD
176744,Lightning Charging Cable,1,14.95,04/14/19 19:59,"139 Pine St, Edmonton",CAD
176745,Wired Headphones,1,11.99,04/24/19 09:23,"107 Oak St, Winnipeg",CAD
176746,27in 4K Gaming Monitor,1,389.99,04/08/19 19:04,"144 Sunset Blvd, Hamilton",CAD
176747,Macbook Pro Laptop,1,1700,04/27/19 15:04,"138 Main St, Calgary",CAD
176748,Flatscreen TV,1,300,04/24/19 15:28,"139 Maple St, Quebec City",CAD
176749,ThinkPad Laptop,1,999.99,04/26/19 07:55,"102 Sunset Blvd, Quebec City",CAD
176750,AA Batteries (4-pack),1,3.84,04/13/19 23:52,"138 Main St, Hamilton",CAD
176751,AAA Batteries (4-pack),1,2.99,04/18/19 13:01,"122 Cedar Ave, Toronto",CAD
176752,AA Batteries (4-pack),1,3.84,04/13/19 23:59,"103 Maple St, Toronto",CAD
176753,USB-C Charging Cable,1,11.95,04/01/19 23:07,"108 Elm St, Quebec City",CAD
176754,34in Ultrawide Monitor,1,379.99,04/02/19 17:07,"126 Pine St, Montreal",CAD
176755,27in 4K Gaming Monitor,1,389.99,04/09/19 16:21,"130 Elm St, Montreal",CAD
176756,27in FHD Monitor,1,149.99,04/05/19 17:06,"143 Market St, Calgary",CAD
176757,AA Batteries (4-pack),1,3.84,04/11/19 20:28,"125 Cedar Ave, Toronto",CAD
176758,34in Ultrawide Monitor,1,379.99,04/18/19 21:26,"133 Broadway, Toronto",CAD
176759,Lightning Charging Cable,1,14.95,04/06/19 12:46,"145 Cedar Ave, Winnipeg",CAD
176760,Wired Headphones,1,11.99,04/02/19 20:32,"106 Main St, Montreal",CAD
176761,Apple Airpods Headphones,1,150,04/26/19 20:00,"137 Sunset Blvd, Montreal",CAD
176762,AA Batteries (4-pack),1,3.84,04/18/19 14:06,"101 Sunset Blvd, Vancouver",CAD
176763,USB-C Charging Cable,1,11.95,04/25/19 13:36,"121 Main St, Calgary",CAD
176764,Wired Headphones,1,11.99,04/16/19 19:52,"134 Pacific Ave, Vancouver",CAD
176765,USB-C Charging Cable,1,11.95,04/14/19 20:44,"149 Elm St, Winnipeg",CAD
176766,AA Batteries (4-pack),2,3.84,04/21/19 19:52,"104 Main St, Edmonton",CAD
176767,27in 4K Gaming Monitor,1,389.99,04/09/19 14:18,"144 Oak St, Winnipeg",CAD
176768,Wired Headphones,1,11.99,04/04/19 00:03,"150 Market St, Toronto",CAD
176769,AA Batteries (4-pack),1,3.84,04/29/19 14:14,"110 Market St, Calgary",CAD
176770,Wired Headphones,1,11.99,04/08/19 17:38,"115 Elm St, Ottawa",CAD
176771,Lightning Charging Cable,1,14.95,04/24/19 17:40,"143 Elm St, Quebec City",CAD
176772,AA Batteries (4-pack),1,3.84,04/10/19 21:48,"100 Pine St, Ottawa",CAD
176773,AAA Batteries (4-pack),2,2.99,04/25/19 20:07,"118 Broadway, Calgary",CAD
176774,Lightning Charging Cable,1,14.95,04/25/19 15:06,"149 Market St, Toronto",CAD
176774,USB-C Charging Cable,1,11.95,04/25/19 15:06,"114 Broadway, Hamilton",CAD
176775,USB-C Charging Cable,2,11.95,04/01/19 20:56,"102 Maple St, Edmonton",CAD
176776,Bose SoundSport Headphones,1,99.99,04/24/19 23:28,"106 Pacific Ave, Hamilton",CAD
176777,Apple Airpods Headphones,1,150,04/14/19 16:53,"109 Maple St, Calgary",CAD
176778,34in Ultrawide Monitor,1,379.99,04/12/19 17:46,"112 Elm St, Calgary",CAD
176779,27in FHD Monitor,1,149.99,04/04/19 16:46,"144 Market St, Ottawa",CAD
176780,Lightning Charging Cable,1,14.95,04/18/19 23:51,"136 Oak St, Ottawa",CAD
176781,iPhone,1,700,04/03/19 07:37,"150 Elm St, Edmonton",CAD
176781,Lightning Charging Cable,1,14.95,04/03/19 07:37,"117 Pacific Ave, Calgary",CAD
176782,Apple Airpods Headphones,1,150,04/22/19 13:42,"130 Main St, Winnipeg",CAD
176783,Apple Airpods Headphones,1,150,04/05/19 11:40,"146 Pacific Ave, Ottawa",CAD
176784,AAA Batteries (4-pack),1,2.99,04/08/19 10:14,"107 Main St, Ottawa",CAD
176785,Bose SoundSport Headphones,1,99.99,04/03/19 15:39,"134 Elm St, Winnipeg",CAD
176786,20in Monitor,1,109.99,04/06/19 16:40,"104 Pacific Ave, Hamilton",CAD
176787,Google Phone,1,600,04/14/19 10:10,"133 Broadway, Quebec City",CAD
176788,Bose SoundSport Headphones,1,99.99,04/15/19 04:39,"129 Oak St, Calgary",CAD
176789,Lightning Charging Cable,1,14.95,04/21/19 20:15,"107 Market St, Hamilton",CAD
176790,AAA Batteries (4-pack),1,2.99,04/28/19 12:07,"127 Elm St, Winnipeg",CAD
176791,Google Phone,1,600,04/21/19 11:43,"121 Market St, Vancouver",CAD
176792,27in 4K Gaming Monitor,1,389.99,04/30/19 19:29,"134 Broadway, Quebec City",CAD
176793,Wired Headphones,1,11.99,04/17/19 17:09,"121 Maple St, Vancouver",CAD
176794,Lightning Charging Cable,1,14.95,04/10/19 21:40,"123 Pacific Ave, Winnipeg",CAD
176795,Wired Headphones,1,11.99,04/13/19 11:46,"120 Elm St, Edmonton",CAD
176796,Bose SoundSport Headphones,1,99.99,04/07/19 08:44,"142 Cedar Ave, Vancouver",CAD
176797,Google Phone,1,600,04/21/19 08:54,"144 Cedar Ave, Montreal",CAD
176797,Bose SoundSport Headphones,1,99.99,04/21/19 08:54,"115 Elm St, Toronto",CAD
176797,Wired Headphones,1,11.99,04/21/19 08:54,"109 Main St, Vancouver",CAD
176798,iPhone,1,700,04/06/19 10:31,"124 Main St, Ottawa",CAD
176799,Wired Headphones,1,11.99,04/03/19 14:24,"141 Sunset Blvd, Vancouver",CAD
176800,Lightning Charging Cable,1,14.95,04/09/19 11:35,"112 Maple St, Vancouver",CAD
176801,Vareebadd Phone,1,400,04/28/19 18:52,"135 Main St, Hamilton",CAD
176802,AA Batteries (4-pack),1,3.84,04/29/19 17:33,"131 Market St, Ottawa",CAD
176803,AA Batteries (4-pack),1,3.84,04/01/19 23:00,"137 Sunset Blvd, Calgary",CAD
176804,Bose SoundSport Headphones,1,99.99,04/21/19 21:56,"120 Sunset Blvd, Vancouver",CAD
176805,Google Phone,1,600,04/01/19 15:50,"144 Pine St, Ottawa",CAD
176805,USB-C Charging Cable,1,11.95,04/01/19 15:50,"102 Sunset Blvd, Winnipeg",CAD
176806,Macbook Pro Laptop,1,1700,04/22/19 13:26,"100 Cedar Ave, Winnipeg",CAD
176807,USB-C Charging Cable,1,11.95,04/21/19 17:13,"122 Pacific Ave, Quebec City",CAD
176808,Google Phone,1,600,04/28/19 18:03,"141 Market St, Montreal",CAD
176808,Wired Headphones,1,11.99,04/28/19 18:03,"147 Main St, Winnipeg",CAD
176809,Bose SoundSport Headphones,2,99.99,04/19/19 01:14,"142 Market St, Edmonton",CAD
176810,AAA Batteries (4-pack),1,2.99,04/30/19 14:57,"129 Pacific Ave, Quebec City",CAD
176811,AA Batteries (4-pack),2,3.84,04/14/19 23:02,"103 Pacific Ave, Toronto",CAD
176812,Wired Headphones,1,11.99,04/20/19 16:40,"104 Pine St, Vancouver",CAD
176813,Google Phone,1,600,04/28/19 18:01,"144 Broadway, Quebec City",CAD
176813,Wired Headphones,1,11.99,04/28/19 18:01,"150 Market St, Hamilton",CAD
176814,Lightning Charging Cable,1,14.95,04/09/19 12:09,"108 Pine St, Ottawa",CAD
176815,AAA Batteries (4-pack),1,2.99,04/04/19 13:36,"134 Main St, Winnipeg",CAD
176816,27in 4K Gaming Monitor,1,389.99,04/19/19 20:14,"121 Market St, Quebec City",CAD
176817,Lightning Charging Cable,1,14.95,04/26/19 20:47,"110 Market St, Winnipeg",CAD
176818,Wired Headphones,1,11.99,04/09/19 02:19,"114 Oak St, Ottawa",CAD
176819,AA Batteries (4-pack),2,3.84,04/15/19 05:44,"102 Cedar Ave, Quebec City",CAD
176820,USB-C Charging Cable,1,11.95,04/17/19 12:10,"111 Broadway, Edmonton",CAD
176821,34in Ultrawide Monitor,1,379.99,04/18/19 15:08,"112 Pine St, Quebec City",CAD
176822,AAA Batteries (4-pack),1,2.99,04/22/19 19:50,"130 Main St, Edmonton",CAD
176823,Wired Headphones,1,11.99,04/06/19 20:18,"105 Pine St, Ottawa",CAD
176824,USB-C Charging Cable,2,11.95,04/03/19 13:01,"149 Market St, Edmonton",CAD
176825,LG Washing Machine,1,600.0,04/13/19 22:31,"112 Oak St, Vancouver",CAD
176826,Bose SoundSport Headphones,1,99.99,04/11/19 00:15,"138 Sunset Blvd, Quebec City",CAD
176827,AAA Batteries (4-pack),1,2.99,04/20/19 13:36,"114 Oak St, Ottawa",CAD
176828,iPhone,1,700,04/07/19 22:13,"140 Maple St, Hamilton",CAD
176829,Wired Headphones,1,11.99,04/30/19 09:09,"135 Market St, Vancouver",CAD
176830,Wired Headphones,1,11.99,04/18/19 12:02,"132 Pacific Ave, Ottawa",CAD
176831,USB-C Charging Cable,1,11.95,04/01/19 07:39,"112 Maple St, Hamilton",CAD
